Date,SKUCode,ProductDescription,Commodity,ProductGroup,LocationCode,LocationType,InventoryOnHand,Inbound_ExpectedQty,Inbound_ReceivedQty,TransfersInExpected,TransfersInReceived,TotalSupply,GoodSalesShipping,Demand_OriginalQty,Demand_OutstandingQty,Donations,TransferShippingOut,Net_Position,Shortage_Flag,NetAvailable
2026-03-16,RTBB1093,Beefsteak - 15lb 30-33ct Beef TB No1,Beefsteak,BB,FRE-AB,Unknown,0.0,810.0,810.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0000000000001,0,0.0
2026-03-16,RTBB1093,Beefsteak - 15lb 30-33ct Beef TB No1,Beefsteak,BB,MPL1,MPL,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0,0.0
2026-03-16,RTBB1093,Beefsteak - 15lb 30-33ct Beef TB No1,Beefsteak,BB,MPL9,MPL,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0,0.0
2026-03-16,RTBB1132,Beefsteak - 10lb Green Beef No1,Beefsteak,BB,MPL2_INV,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTBB1153,Beefsteak - 15lb 28ct Beef No1,Beefsteak,BB,MPL1,MPL,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0,0.0
2026-03-16,RTBB1153,Beefsteak - 15lb 28ct Beef No1,Beefsteak,BB,MPL6-B,MPL,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTBB1153,Beefsteak - 15lb 28ct Beef No1,Beefsteak,BB,MPL8,MPL,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0,0.0
2026-03-16,RTBB1183,Beefsteak - 15lb RHT 37-39ct Beef No1,Beefsteak,BB,DIRECT,DC,0.0,2430.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,0,0.0
2026-03-16,RTBB1183,Beefsteak - 15lb RHT 37-39ct Beef No1,Beefsteak,BB,FRE-AB,Unknown,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0,0.0
2026-03-16,RTBB1183,Beefsteak - 15lb RHT 37-39ct Beef No1,Beefsteak,BB,MPL9,MPL,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0,0.0
2026-03-16,RTBB1211,Beefsteak - 12x2ct Flow Beef Red No1,Beefsteak,BB,DIRECT,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTBB1211,Beefsteak - 12x2ct Flow Beef Red No1,Beefsteak,BB,MPL2_INV,MPL,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0,0.0
2026-03-16,RTBB1211,Beefsteak - 12x2ct Flow Beef Red No1,Beefsteak,BB,MPL6-B,MPL,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0,0.0
2026-03-16,RTBB1211,Beefsteak - 12x2ct Flow Beef Red No1,Beefsteak,BB,MPL8,MPL,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0,0.0
2026-03-16,RTBB1227,Organic Beefsteak - 12x2ct ORG BEEF NP Clam No1,Organic Beefsteak,BB,MPL6-B,MPL,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,0.0
2026-03-16,RTBB1229,Beefsteak - 15lb 18-25ct No Calyx Beef No1,Beefsteak,BB,MPL6-B,MPL,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0,0.0
2026-03-16,RTBB1229,Beefsteak - 15lb 18-25ct No Calyx Beef No1,Beefsteak,BB,MPLW,MPL,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTBB1231,Beefsteak - 12x4ct 16oz Beef FL Clam No1,Beefsteak,BB,MPL6-B,MPL,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0,0.0
2026-03-16,RTBB1231,Beefsteak - 12x4ct 16oz Beef FL Clam No1,Beefsteak,BB,MPL8,MPL,0.0,575.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0,0.0
2026-03-16,RTBB1234,Beefsteak - 6x2.25lb XL Beef Clam No1,Beefsteak,BB,MPL2_INV,MPL,0.0,560.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,0.0
2026-03-16,RTBB1234,Beefsteak - 6x2.25lb XL Beef Clam No1,Beefsteak,BB,MPL6-B,MPL,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0,0.0
2026-03-16,RTBB1234,Beefsteak - 6x2.25lb XL Beef Clam No1,Beefsteak,BB,MPL8,MPL,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0,0.0
2026-03-16,RTBB1236,Beefsteak - 12x2ct Beef GG No1,Beefsteak,BB,MPL2_INV,MPL,0.0,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0,0.0
2026-03-16,RTBB1236,Beefsteak - 12x2ct Beef GG No1,Beefsteak,BB,MPL6-B,MPL,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0,0.0
2026-03-16,RTBB1236,Beefsteak - 12x2ct Beef GG No1,Beefsteak,BB,MPLW,MPL,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1007,Campari - 8x1lb Camp OTV No1,Campari,CA,MPL2_INV,MPL,0.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0,0.0
2026-03-16,RTCA1007,Campari - 8x1lb Camp OTV No1,Campari,CA,MPL6-B,MPL,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0,0.0
2026-03-16,RTCA1007,Campari - 8x1lb Camp OTV No1,Campari,CA,MPL8,MPL,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0,0.0
2026-03-16,RTCA1007,Campari - 8x1lb Camp OTV No1,Campari,CA,MPLT,MPL,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1010,Campari - 8x2lb Camp OTV No1,Campari,CA,DIRECT,DC,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0,0.0
2026-03-16,RTCA1010,Campari - 8x2lb Camp OTV No1,Campari,CA,MPL6-B,MPL,0.0,2240.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,0,0.0
2026-03-16,RTCA1010,Campari - 8x2lb Camp OTV No1,Campari,CA,MPLT,MPL,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPL1,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPL2_INV,MPL,0.0,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,1600.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPL3,MPL,0.0,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPL6-B,MPL,0.0,2383.0,2383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPL8,MPL,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0,0.0
2026-03-16,RTCA1011,Campari - 10x1lb Camp LS No1,Campari,CA,MPLT,MPL,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1012,Campari - 10x1lb Camp OTV No1,Campari,CA,MPL1,MPL,0.0,1195.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,0,0.0
2026-03-16,RTCA1016,Campari - 20x1lb Camp TJ No1,Campari,CA,MPL6-B,MPL,0.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0,0.0
2026-03-16,RTCA1016,Campari - 20x1lb Camp TJ No1,Campari,CA,MPL8,MPL,0.0,825.0,825.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0000000000001,0,0.0
2026-03-16,RTCA1016,Campari - 20x1lb Camp TJ No1,Campari,CA,MPLT,MPL,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1020,Organic Campari - 10x12oz ORG Camp No1,Organic Campari,CA,MPL6-B,MPL,0.0,1586.0,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,0,0.0
2026-03-16,RTCA1024,Campari - 8x1lb Camp KRO No1,Campari,CA,MPL2_INV,MPL,0.0,1680.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0,0.0
2026-03-16,RTCA1024,Campari - 8x1lb Camp KRO No1,Campari,CA,MPL6-B,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1103,Campari - 8x2lb Camp OTV FT No1,Campari,CA,DIRECT,DC,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1121,Campari - 8x2lb Camp OTV EFI No1,Campari,CA,DIRECT,DC,0.0,1760.0,1520.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0000000000002,0,0.0
2026-03-16,RTCA1121,Campari - 8x2lb Camp OTV EFI No1,Campari,CA,MPLT,MPL,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0.0
2026-03-16,RTCA1121,Campari - 8x2lb Camp OTV EFI No1,Campari,CA,UTA,Unknown,0.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0
2026-03-16,RTCA1122,Campari - 8x1lb Camp OTV SIG No1,Campari,CA,MPL6-B,MPL,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0,0.0
2026-03-16,RTCA1122,Campari - 8x1lb Camp OTV SIG No1,Campari,CA,MPL8,MPL,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0,0.0
2026-03-16,RTCA1122,Campari - 8x1lb Camp OTV SIG No1,Campari,CA,MPLT,MPL,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1122,Campari - 8x1lb Camp OTV SIG No1,Campari,CA,MPLW,MPL,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTCA1130,Campari - X10x16oz CK GG No1,Campari,CA,MPL6-B,MPL,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0
2026-03-16,RTCA1130,Campari - X10x16oz CK GG No1,Campari,CA,MPLW,MPL,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTDE1013,Delano - 6x3lb Delano TS No1,Delano,DE,MPL1,MPL,0.0,550.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0,0.0
2026-03-16,RTRM1008,Romana - 25lb XL Roma No1,Romana,RM,MPL2_INV,MPL,0.0,960.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0,0.0
2026-03-16,RTRM1009,Romana - 25lb XXL Roma No1,Romana,RM,MPL2_INV,MPL,0.0,2078.0,2078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.0,0,0.0
2026-03-16,RTRM1013,Romana - 8x3lb Roma Clam No1,Romana,RM,DIRECT,DC,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,0.0
2026-03-16,RTRM1013,Romana - 8x3lb Roma Clam No1,Romana,RM,MPL3,MPL,0.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0,0.0
2026-03-16,RTRM1018,Romana - 25lb Roma No2,Romana,RM,MPL1,MPL,0.0,264.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0,0.0
2026-03-16,RTRM1025,Romana - 25lb Roma WM No1,Romana,RM,MPL1,MPL,0.0,396.0,396.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.00000000000006,0,0.0
2026-03-16,RTRM1025,Romana - 25lb Roma WM No1,Romana,RM,MPL6-B,MPL,0.0,1518.0,1517.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.9999999999998,0,0.0
2026-03-16,RTRM1067,Organic Romana - 12x1lb ORG Roma Poly No1,Organic Romana,RM,MPL6-B,MPL,0.0,1305.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0,0,0.0
2026-03-16,RTRM1067,Organic Romana - 12x1lb ORG Roma Poly No1,Organic Romana,RM,MPLT,MPL,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0,0.0
2026-03-16,RTRM1085,Marzano - 25lb Marzano Romana No1,Marzano,RM,MPL1,MPL,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0,0.0
2026-03-16,RTRM1089,Romana - 25lb XL Roma S No1,Romana,RM,DIRECT,DC,0.0,4158.0,4158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158.0,0,0.0
2026-03-16,RTOV1132,6x3lb TOV TS No1,TOV,OV,DIRECT,DC,0.0,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,0,0.0
2026-03-16,RTOV1132,6x3lb TOV TS No1,TOV,OV,MPL2_INV,MPL,0.0,3025.0,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,0,0.0
2026-03-16,RTOV1132,6x3lb TOV TS No1,TOV,OV,MPL6-B,MPL,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTOV1151,4lb TOV No1,TOV,OV,DIRECT,DC,0.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-16,RTOV1113,11lb TOV BYF No1,TOV,OV,BACKYARD,Unknown,0.0,2494.0,2494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494.0,0,0.0
2026-03-16,RTOV1008,11lb TOV No1,TOV,OV,DIRECT,DC,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0,0.0
2026-03-16,RTOV1008,11lb TOV No1,TOV,OV,MPL1,MPL,0.0,960.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0,0.0
